
qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Wank_ERROR!|Wank ERROR!
qstr_SHIP_{reg8}_ERROR:_g|SHIP {reg8} ERROR: gtbws not the same!
qstr_You_need_five_tool_k|당신은 당신의 은신처를 보강하기 위해 5개의 연장을 필요로 합니다!
qstr_You_need_five_timber|당신은 당신의 은신처를 보강하기 위해 5개의 목재를 필요로 합니다!
qstr_No_staff_have_been_h|어떤 조력자도 고용되지 않았습니다.
qstr_To_hire_workers_you_|조력자를 고용하려면, 당신은 목록에서 그들을 선택해야 합니다. 만약 목록이 비어 있다면, 당신은 스스로의 명성을 높이거나 그들의 봉사를 제공받기 위해 당신의 은신처를 보강할 필요가 있습니다.
qstr_Name:_Yoren.|이름: 요렌.
qstr_Occupation:_This_cap|설명: 이 선장은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Captain^|직업: 선장^고용비: 500^주급: 55^하는 일: 그는 당신의 은신처의 관리를 돕거나, 은신처를 보강하는 것을 도울 수 있습니다.
qstr_Name:_Father_Beda.|이름: 베다.
qstr_Occupation:_This_pri|설명: 이 사제는 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Priest^I|직업: 신부^고용비: 250^주급: 30^하는 일: 그는 그리스도 신앙을 믿는 당신의 부하들을 고무시킬 수 있을 것입니다.
qstr_Name:_Godi_Olafr.|이름: 올라프.
qstr_Occupation:_Godi^Ini|직업: 고디^고용비: 250^주급: 30^하는 일: 그는 고대 노스 신앙을 믿는 당신의 부하들을 고무시킬 수 있을 것입니다.
qstr_Name:_Skald_Bragi.|이름: 브라기.
qstr_Occupation:_This_bar|설명: 이 음유시인은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Skald^In|직업: 스칼드^고용비: 200^주급: 40^하는 일: 그는 당신의 회당에서 북구 풍 음악으로 당신의 부하들을 고무시킬 수 있을 것입니다.
qstr_Name:_Bard_Siwi.|이름: 시위.
qstr_Occupation:_Bard^Ini|직업: 음유시인^고용비: 200^주급: 40^하는 일: 그는 당신의 회당에서 브리튼 풍 음악으로 당신의 부하들을 고무시킬 수 있을 것입니다.
qstr_Name:_Casius.|이름: 카시우스.
qstr_Occupation:_This_man|설명: 이 선술집 주인은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Bottler^|직업: 선술집 주인^고용비: 100^주급: 10^하는 일: 그는 당신의 선술집에서 필요한 술과 음식을 제공할 것입니다.
qstr_Name:_Suaibsech.|이름: 수에이브세크.
qstr_Occupation:_This_wom|설명: 이 창녀는 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Whore^In|직업: 창녀^고용비: 300^주급: 25^하는 일: 그녀는 당신의 부하들에게 최고의 만족을 제공할 것입니다.
qstr_Name:_Tancoystl.|이름: 탄코이틀.
qstr_Name:_Gulla.|이름: 굴라.
qstr_Occupation:_Whore^Ini|직업: 창녀^고용비: 150^주급: 15^하는 일: 그녀는 당신의 부하들에게 만족스러운 행위를 제공할 것입니다.
qstr_Name:_Rosa.|이름: 로사.
qstr_Name:_Harald.|이름: 하랄.
qstr_Occupation:_This_Mas|설명: 이 훈련 교관은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Master_a|직업: 훈련 교관^고용비: 450^주급: 45^하는 일: 그는 당신의 은신처에서 당신의 병력을 훈련시킬 것입니다.
qstr_Name:_Ulfberht.|이름: 울버트.
qstr_Occupation:_This_smi|설명: 이 무기 장인은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Smith^In|직업: 무기 장인^고용비: 400^주급: 40^하는 일: 그는 당신의 은신처에서 새로운 무기를 만들 것입니다.
qstr_Name:_The_Hungry_Ham|이름: '헝그리 해머'.
qstr_Occupation:_This_arm|설명: 이 방어구 장인은 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Armourer|직업: 방어구 장인^고용비: 400^주급: 40^하는 일: 그의 별명은 그가 가진 철에 대한 왕성한 욕구에서 붙었습니다, 철로 만들 수 있는 대부분의 물건을 만들 것입니다.
qstr_Name:_Jaqen.|이름: 자켄.
qstr_Occupation:_This_Mae|설명: 이 마에스터는 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Maester^|직업: 마에스터^고용비: 250^주급: 15^하는 일: 그는 당신이 입은 가벼운 상처를 치료할 수 있습니다.
qstr_Name:_Daario.|이름: 다리오.
qstr_Name:_Melwyn.|이름: 멜윈.
qstr_Occupation:_Maester^I|직업: 마에스터^고용비: 350^주급: 30^하는 일: 그는 고도로 훈련된 이발사이자 당신이 입은 크고 가벼운 상처를 치료할 수 있는 의사이기도 합니다.
qstr_Name:_Janos.|이름: 자노스.
qstr_Occupation:_Maester^In|직업: 마에스터^고용비: 250^주급: 30^하는 일: 그는 당신이 입은 가벼운 상처를 치료할 수 있습니다.
qstr_Name:_Alliser.|이름: 앨리저.
qstr_Occupation:_This_coo|설명: 이 요리사는 언제라도 당신에게 봉사할 준비가 되어 있습니다.
qstr_Occupation:_Cook^Ini|직업: 요리사^고용비: 350^주급: 30^하는 일: 그는 당신과 당신의 부하들을 위한 연회를 준비할 수 있습니다.
qstr_{s2}^^{s3}|{s2}^^{s3}
qstr_The_trainer_{s11}.|훈련 교관 {s11}.
qstr_Build_your_personal_|당신의 은신처를 건설할 수 있습니다.
str_You_already_have_a_s|당신은 이미 은신처를 건설했습니다. 이곳에 은신처를 세울려면 이전 은신처를 철거해야만 합니다.
qstr_You_don_t_have_enough|당신은 돈이 부족합니다! 은신처의 건설에는 1000실버가 소모됩니다.
qstr_You_need_to_have_mor|이 작업을 시작하기 위해서는 30명의 병력이 필요합니다.
qstr_Your_men_await_your_|건설에 필요한 충분한 자원을 모았으며, 인부들이 당신의 건설 명령만을 기다리고 있습니다.^^최종 비용: 1000 실버^소요 예정 시간: 6시간
qstr_{s2}^^_{s3}|{s2}^^ {s3}
qstr_Wait_here_for_some_t|이곳에서 잠시 머무릅니다.
qstr_Camping_allows_your_|야영지는 당신의 부대가 힘들 여정 속에서 잠깐 쉴 수 있도록 해줍니다. 또한 식량을 찾으러 사람을 보내 당신의 식량을 보충할 수 있게 해 줄수도 있습니다. 보급품을 구입하기 어려운 적 영토에서는 특히 도움이 될 것입니다.
qstr_Travelling_by_sea_ex|바다를 통한 여행은 부대를 더욱 지치게 만든다. 당신의 부하들에게 휴식 시간을 줌으로써 좀 더 오래 견딜 수 있게 만들 수도 있을 것입니다.
qstr_You_are_in_the_terri|당신은 베일의 영토에 있습니다.^^베일은 이어리로 알려진 성에서 아린 가문의 통치를 받고 있습니다. 이 지방에서 태어난 서자/사생아들은 스톤(Stone)이라는 성이 주어집니다.  '아린의 계곡(Vale of Arryn)'은 웨스테로스 동부에 위치해 있으며, 서쪽으로 리버랜드, 남쪽으로 국왕령과 맞닿아 있다. 암석과 절벽이 많은 동부와 북부의 척박한 해안, 계곡 지대의 넓고 비옥한 고원, 서쪽과 남쪽의 높은 산지로 이뤄져있다. 수도성은 이어리, 가장 큰 도시는 걸타운, 북쪽에는 세 자매 섬이 있다. 웨스테로스의 다른 지방에서 이곳에 접근하려면 배를 타고 가든가, 달의 산맥의 가파른 산지를 넘어가는 방법밖에 없다. 웨스테로스는 가을만 되면 시도때도 없이 불어대는 태풍으로 해로가 매우 위험해지고, 산지를 통하는 길은 원래 통과하기 힘든 데다 안달족에게 쫓겨난 퍼스트 멘의 후예로 고대로부터 지금까지 문명과는 동떨어진 채 도적질로 살아온 야만족인 산악 부족들이 산지 전역에 바글거리기 때문에 역시 위험하다.
qstr_You_are_in_the_territ|당신은 드래곤 스톤의 영토에 있습니다.^^국왕령의 블랙워터 만에 있는 웨스테로스 가장 동쪽에 있는 화산섬으로 크기는 보통이고 척박해서 인구는 크기에 비해 얼마 안 된다. 드래곤몬트라는 거대한 화산이 있는데, 그 주위에 풍부한 양의 흑요석이 매장되어 있다. 매장된 수준이 아니라 아예 돌맹이로 굴러다닌다. 과거에는 타르가르옌 가문의 영주와 왕세자가, 현재는 드래곤스톤의 바라테온 가문이 다스리고 있으며 칠왕국 3대 함대 중 하나인 국왕 함대의 상당수가 주둔하고 있는 곳이다. 발리리아인들은 돌을 진흙처럼 주무르는 마법을 쓸 수 있어서 요새가 무서워 보이라고 드래곤의 모습을 본따 지었으며, 더 나아가 성벽에 수많은 괴물들을 조각해 두었다. 재료인 드래곤스톤의 내구성은 강철이나 다이아몬드보다도 단단하다고 한다.
qstr_You_are_in_the_kingd|당신은 노르보스 자유국에 있습니다.^^아홉 자유도시 중 하나로 에소스 서북부에 있다. 산지에 위치해 있으며 주위에는 계단식 논과 구릉지로 둘러싸여 있다. 세력권은 노르보스 구릉지라는 지역으로, 시내와 동굴이 많다고 한다. 로라스, 쿼호르와 마찬가지로 발리리아 내의 종교분쟁으로 생긴 도시이다. 이 전에는 안달족이 거주했다고 한다. 노르보스의 상징인 도끼가 사실 칠신교의 대장장이신에서 유래했다는 설도 있다. 3개의 구역으로 나누어져 있으며 각 구역에는 종이 있는데 Noom은 깊은 소리를 가졌고 Narrah는 강한 소리, Nyel은 높은 음조의 소리를 가졌다. 이 세 종들은 로마스 롱스트라이더가 꼽은 9대 불가사의 중 하나로 꼽혔다. 이 구역들은 죄인의 계단(Sinner's step)으로 연결되어있다.
qstr_You_are_in_the_territo|당신은 북부의 영토에 있습니다.^^웨스테로스의 주요 지역 중 하나로, 스타크 가문이 다스리는 지방이다. 웨스테로스의 북부에 위치해 있으며 칠왕국에서 가장 큰 지역이다. 수도성은 윈터펠. 가장 큰 도시는 화이트 하버. 이 지방에서 태어난 서자, 사생아들은 스노우(Snow)라는 성이 붙는다.크기는 남부의 여섯 왕국을 모두 합한 것만큼 크다고 하지만,[1] 워낙에 춥고 가혹한 지방인지라 인구는 강철 군도와 도른 다음으로 적다고 한다. 북부에 위치한 만큼 춥고 가혹하고 겨울에 가장 고생하는 지역인데다가 외적의 침입에 늘 대비해야 하기 때문에 사람들이 거칠고 억센 편이다. 상대적으로 지형의 다양성이 떨어지는 다른 지역들에 비해서 북부는 워낙에 거대한 크기 덕분에 지형 및 생활방식의 다양성이 풍부한 편이다. 최북단의 장벽을 기준으로 남하하면서 살펴보면, 장벽의 바로 남쪽에는 기프트(the Gift) 및 뉴 기프트(the New Gift)라고 부르는 가상의 선이 그어진 지역이 있다.
qstr_You_are_in_the_territor|당신은 리버랜드의 영토에 있습니다.^^웨스테로스의 주요 지역 중 하나로, 트라이던트 강(삼지창 강)과 그에 속한 숱하게 많은 지류가 이 지역의 중심으로 흐르기에 리버랜드로 불린다. 트라이던트라는 별칭으로도 자주 불린다. 강을 중심으로 수운이 크게 발달했으며 땅도 비옥하고 풍요롭다. 대도시는 없지만 메이든풀, 페어마켓, 스토니 셉트, 솔트팬스 등의 소도시가 있다. 하지만 이 지방 자체가 웨스테로스 한복판에 있고 여러 지역과 인접해 있어서 역사적으로 전란과 내분으로 인한 피해를 가장 많이 받은 지역이기도 하다.헬게이트 아에곤의 정복 직전에는 강철 군도, 그 이전에는 스톰랜드의 지배를 받았다. 특히 북쪽 해안 지역은 강철인들에게 침략당한 역사가 깊어 강철인들을 굉장히 싫어한다. 나름대로 독립심을 가지고 세력을 갖춘 가문들이 많고 브랙켄 가문과 블랙우드 가문 등 서로 티격거리는 가문들이 많다. 때문에 툴리 가문은 이 지역을 완전히 통제하는 데 어려움을 겪는 일이 많은 듯하다. 남부의 다른 지방과 마찬가지로 안달족이 차지한 곳이지만, 북부에 인접한 지역에서는 의외로 최초인의 영향력이 남아 있는 곳이 있다. 주요 가문들 중에도 여전히 옛 신을 섬기는 곳이 있을 정도. 다른 지역과 달리 독특한 장례 풍습이 있다. 작은 보트에 시신과 땔감을 싣고 강물에 띄운 뒤 불화살을 쏴서 화장+수장시키는 풍습이다. 이 지방에서 태어난 서자, 사생아들은 리버스(Rivers)라는 성이 붙는다.
qstr_You_are_in_the_territory|당신은 리치의 영토에 있습니다.^^리치는 웨스테로스에서 가장 풍요롭고 인구가 많은 지역이다. 이 지방에서 태어난 서자, 사생아들은 플라워스(Flowers)라는 성이 붙는다. 예절을 중요시 여기고 기사도의 본고장이기도 하며, 토너먼트가 자주 열린다. 토너먼트의 기원도 이곳이라고 한다. 주요 강으로 맨더 강이 있는데, 텀블스톤 강과 비슷한 곳에 위치한 언덕으로부터 시작해서 카스웰 가문의 비터브리지(Bitterbridge)를 지나, 메리웨더 가문의 롱테이블(Longtable)에서 블루번 강과 만난다. 주요 섬으로 아버와 방패 군도가 있다. 이곳에서 가장 큰 도시인 올드타운은 칠왕국 제2의 도시인데 퍼스트 멘이 지은 도시로 역사도 수천년이나 되고 아에곤의 정복 이전까지 종교와 학문의 중심지였다. 또한 마에스터들이 공부하는 시타델이 있는 도시이기도 하다. 그리고 올드타운은 그 자체로도 중요한 항구이며 크고 아름다운 등대인 하이타워가 있는 곳이다. 
qstr_You_are_in_the_kingdo|당신은 브라보스 자유국에 있습니다.^^에소스 서부의 아홉 자유도시중 하나로, 볼란티스와 함께 가장 강력한 자유도시. 에소스 서북부인 브라보스 연안이라는 지역을 세력권으로 두고 있다. 여러 개의 섬으로 이루어져 있는 수로 도시이며, 다른 자유도시들과 다르게 발리리아의 식민지가 아니라 도망 노예들과 망명자들이 세운 도시국가다. 때문에 다른 도시국가들과 달리 노예제가 금지되어 있다. 도시의 주된 수입원은 해상무역이며 거대한 거상과 보라색으로 칠한 군함으로 유명하다. 세계에서 가장 부유하고 강력한 은행인 강철 은행(Iron bank)이 있는 곳. 
qstr_You_are_in_the_territory_|당신은 강철 군도의 영토에 있습니다.^^웨스테로스의 주요 지역 중 하나로, 그레이조이 가문이 다스리는 지방이다. 서쪽(일몰해)에 있는 7개의 큰 섬(파이크, 그레이트 윅, 올드 윅, 할로우, 솔트클리프, 블랙타이드, 오크몬트)로 이루어진 지방. 이 지방에서 태어난 서자, 사생아들은 파이크(Pyke)라는 성이 붙는다. 척박한 특성 때문에 옛날부터 웨스테로스의 서부 해안가를 약탈해왔다. 옛날에는 섬들마다 각자 왕국이었으며, 킹스무트라는 관습을 통해 바위 왕과 소금 왕을 선출했다. 이후 섬들끼리 싸우게 되자 더 이상은 안되겠다 싶은 "하얀지팡이 갈론"이라는 사제의 주도로 해석좌에 앉아 강철 군도 전체를 다스리는 왕을 킹스무트를 통해 선출하게 되며, 약탈보다 정복에 더 치중하기 시작했다.
qstr_You_are_in_the_territory_o|당신은 도른의 영토에 있습니다.^^웨스테로스의 주요 지역 중 하나로, 마르텔 가문이 다스리는 지방이다. 인접한 리치와 스톰랜드와는 산맥으로 분리된 반도 지역이다. 서쪽의 험준한 산지와 중앙의 황량한 사막, 동쪽의 해안 지방으로 구분되며, 극단적인 기후와 지리적인 고립 덕분에 웨스테로스의 다른 지방과 매우 다른 풍습과 생활상을 가지고 있다. 도른 변경과 맞닿고 있으며 도른의 경계 역할을 한다. 도른부터 리치와 스톰랜드까지 이어진다. 척박한 땅인지라 강 근처에 몰려살며 인구가 적다. 특히 칠왕국에서 인구가 가장 적다고 한다. 도른의 5만개 창이 두 배 뻥튀기라는 도란의 말을 믿는다면 실제 동원력은 25,000명으로 강철 군도를 제외하면 동원력 최하위일 것이다.
qstr_You_are_in_the_territory_of|당신은 나이트 워치의 영토에 있습니다.^^ 나이트 워치는 장벽을 지키며 북쪽 장벽 너머에서 언제 침략해 올지 모르는 전설의 괴생물체 아더들과 문명의 영역 밖에서 살아가는 야만인들인 와일들링(Wildling)들을 감시하는 집단이다.
qstr_You_are_in_the_territory_of_|당신은 자유민/와일들링의 영토에 있습니다.^^장벽 너머에 살고 있는 서로 다른 문화를 가진 수백 개의 부족, 씨족 등등을 통칭하는 단어다. 세븐킹덤 사람들은 장벽 북쪽에 사는 사람들을 '야만인(Wildling)'이라고 부르며 멸시하나 그들은 스스로를 '자유민(Free folk)'라고 부르며[1], 오히려 세븐킹덤 사람들을 '무릎 꿇는 자(Kneeler)'라고 부른다. 장벽 너머에 사는 수많은 자유민들의 부족을 통합하는 자를 장벽 너머의 왕(King Beyond The Wall)이라 부른다. 왕이라고 하지만 세습되거나 절대 권력을 지닌 자리는 아니다. 큰 권위를 지닌 자리는 아니지만 수많은 부족을 하나의 군대로 뭉치게 할 수 있다. 
qstr_You_are_in_the_territory_of_t|당신은 도트라키 부족의 영토에 있습니다.^^도트락인들은 하나의 칼(Khal)이 이끄는 하나의 칼라사르(Khalasars)로 이뤄지고, 칼의 자손들은 칼라카(Khalakka)라 한다. 구리색 피부에 검은 머리를 가졌다. 언어는 도트라키어를 사용한다. 도트락인들은 초원에서 텐트를 치고 살며 언제나 이동한다. 말이 집이고 텐트 펼치면 그곳이 침실. 무척 강력한 기마 민족이며, 말을 타면 무서울 게 없어 작중에서 공인된 최강의 기마병들이기도 하다. 다만 바에스 도트락이라는 유일한 도시이자 수도가 있다. 바에스 도트락에는 도트락인들이 존경하며 동시에 높은 지혜를 가진 훌륭한 도쉬 칼린 노파들이 살고 있다. 바에스 도트락은 도트락인들에게 신성한 곳으로 여겨 이 곳 만큼은 무기 휴대 금지다. 주변 국가들의 용병일을 맡기도 한다. 특히 노예상의 만의 노예 주 수입원 중 하나가 도트라키인들이 약탈하면서 끌려온 사람들이다.
