dlga_start:close_window.1|{s3}
dlga_dplmc_companion_nonaggression_confirm:companion_rejoin_response.1|On second thought, perhaps this is not now in our interests.
dlga_dplmc_companion_nonaggression_request_response:companion_rejoin_response|{s4} is not willing to conclude a non-aggression treaty with you.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.5|That I want {reg0?her:him} to help me and attack {s11}{s14}.
dlga_event_triggered:dplmc_companion_war_request_response|Well, {s21}, at last I've found you. I have returned from my mission to {s31}. 
dlga_dplmc_companion_war_request_response:companion_rejoin_response|{s4} is willing to start a war with {s31}.
dlga_dplmc_companion_war_request_response:dplmc_companion_war_pay|{s4} is willing to start a war with {s31} but needs {reg1} aurums to prepare {reg0?her:his} army.
dlga_dplmc_companion_war_pay:companion_rejoin_response|Pay {reg1} aurums from the treasury and tell {reg0?her:him} to start the war.
dlga_dplmc_companion_war_pay:companion_rejoin_response.1|On second thought, I don't think we can take so much money from the treasury.
dlga_dplmc_companion_war_request_response:companion_rejoin_response.1|{s4} is not willing to start a war with {s31}.
dlga_companion_embassy_results:dplmc_companion_truce_pay|{s12} says that {reg4?she:he} is willing to consider a truce of twenty days if you pay {reg4?her:him} {reg0} aurums.
dlga_companion_embassy_results:dplmc_companion_truce_pay.1|{s12} says that {reg4?she:he} is willing to consider a truce of twenty days if you yield to {reg4?her:his} terms. Either you pay {reg0} aurums or you pay {reg1} aurums and give {reg4?her:him} {s18}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.2|{s12} says that {reg4?she:he} is willing to consider a truce of twenty days if you give {reg4?her:him} {s18}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.3|{s12} says that {reg4?she:he} is willing to consider a truce of twenty days if you pay {reg4?her:him} {reg0} aurums and give {reg4?her:him} {s18}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.4|{s12} says that {reg4?she:he} is willing to consider a truce of twenty days if you pay {reg4?her:him} {reg0} or give {reg4?her:him} {s18}.
dlga_dplmc_companion_truce_pay:companion_rejoin_response|Pay {reg0} aurums and let the truce with the {s4} be concluded
dlga_dplmc_companion_truce_pay:companion_rejoin_response.1|Pay {reg1} aurums and give {reg4?her:him} {s18} let this truce with the {s4} be concluded
dlga_dplmc_companion_truce_pay:companion_rejoin_response.2|Give {reg0?her:him} {s18} let this truce with the {s4} be concluded
dlga_dplmc_companion_truce_pay:companion_rejoin_response.3|On second thought, perhaps this is not now in our interests..
dlga_minister_talk:close_window|That is all for now.
dlga_minister_change_marshal:minister_change_marshal_choose|Who should be the new marshal?
dlga_minister_change_marshal_choose:minister_pretalk|I shall be marshal
dlga_minister_change_marshal_choose:minister_pretalk.1|For a short while, we should have no marshal
dlga_minister_change_marshal_choose:minister_pretalk.2|{s4}
dlga_minister_change_marshal_choose:minister_pretalk.3|Never mind
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|To whom do you wish to send this emissary?
dlga_minister_diplomatic_kingdoms:minister_pretalk|Unfortunately, there is no one to send right now.
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s10} of the {s11}{s14}
dlga_minister_diplomatic_kingdoms_select:minister_pretalk|Never mind
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|What do you wish to tell {reg0?her:him}?
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.6|That our two kingdoms should enter into truce.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.7|That I wish to put myself under {reg0?her:his} protection, as {reg0?her:his} vassal.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.8|That I wish to express my goodwill, as one monarch to another.
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|That I declare war upon {reg0?her:him}.
dlga_minister_diplomatic_initiative_type_select:close_window|Never mind
dlga_minister_declare_war:dplmc_minister_nevermind|For that you should first speak to {s0}.
dlga_dplmc_minister_nevermind:close_window|I might go do so.
dlga_dplmc_minister_nevermind:minister_pretalk|Never mind.
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|It is. I wish to make war on {s12}.
dlga_minister_declare_war_confirm:minister_pretalk|Hmm. Perhaps not.
dlga_minister_declare_war_confirm_yes:minister_pretalk|As you command. We are now at war with the {s12}. May the heavens grant us victory.
dlga_minister_diplomatic_emissary:minister_emissary_select|Who shall be your emissary? You should choose one whom you trust, but who is also persuasive -- one who can negotiate without giving offense.
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_select:minister_pretalk|Actually, I can't think of anyone.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|Yes, do that
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|Actually, hold off on that
dlga_minister_replace:minister_replace_select|Very good. Whom will you appoint in my stead?
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|My {reg0?wife:husband}, {s4}.
dlga_minister_replace_select:minister_replace_confirm.2|{s4}.
dlga_minister_replace_select:minister_pretalk|Actually, hold off on that.
dlga_minister_replace_confirm:close_window|Very good. {s9} is your new minister. I shall make ready to rejoin you.
dlga_minister_replace_confirm:close_window.1|Very good. {s9} is your new minister. It has been an honor to serve you.
dlga_minister_grant_fief:minister_grant_fief_select|Which of your fiefs did you wish to grant?{s12}
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}{s12}
dlga_minister_grant_fief_select:minister_pretalk|Never mind
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|And who will you choose to receive the fief?{s12}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|Never mind
dlga_minister_grant_fief_complete:minister_pretalk|Very well - {s2} shall receive {s1}.
dlga_minister_indict:minister_indict_select|Grim news, {reg33?my lady:sire}. Who do you believe is planning to betray you?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Never mind.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Think carefully on this, {reg33?my lady:sire}. If you indict {s4} for treason unjustly, you may find that others become nervous about serving you. On the other hand, if you truly believe that {reg4?she:he} is about to betray you, then perhaps it is best to move first, to secure control of {reg4?her:his} fortresses.
dlga_minister_indict_confirm_answer:minister_indict_conclude|I have thought long enough. Issue the indictment!
dlga_minister_indict_confirm_answer:minister_pretalk|Perhaps I should wait a little while longer..
dlga_minister_indict_conclude:minister_pretalk|It has been sent, {reg33?my lady:sire}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}I want to have {s1} for myself. (fiefs: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, you should have {s1} for yourself. (fiefs: {s0})
dlga_center_captured_lord_advice_2:minister_issues|As you wish, {reg33?my lady:sire}. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_center_captured_lord_advice_2:close_window|Hmmm. All right, {playername}. I value your counsel highly. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_event_triggered:companion_quitting|Excuse me {s5} -- there is something I need to tell you.
dlga_companion_quitting:dplmc_companion_quitting_lord_1|It has been good travelling with you, but I must return to my own affairs.
dlga_dplmc_companion_quitting_lord_1:dplmc_companion_quitting_lord_2|Farewell, then.
dlga_dplmc_companion_quitting_lord_1:dplmc_companion_quitting_lord_persuasion|Perhaps I can persuade you to change your mind.
dlga_dplmc_companion_quitting_lord_persuasion:close_window|Hm.  I suppose I can afford to put it off a bit longer.
dlga_dplmc_companion_quitting_lord_persuasion:dplmc_companion_quitting_lord_1|I'm sorry, but I can't put it off any longer.
dlga_dplmc_companion_quitting_lord_2:lord_leave|Farewell, then.
dlga_companion_quitting:companion_quitting_2|I appreciate that you took me on, but I'm not altogether happy about how things have worked out. I'm going to head off elsewhere -- maybe go home, maybe find another job, I haven't decided yet.
dlga_companion_quitting_2:companion_quitting_response|To tell you the truth, {s21}
dlga_companion_quitting_response:companion_quitting_yes|Very well. You be off, then.
dlga_companion_quitting_response:dplmc_companion_quitting_persuasion_start|Perhaps I can persuade you to change your mind.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1|Very well, I shall hear you out.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1.1|I'm listening.
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_persuasion|We've had some good times.  Things might not be going to your liking now, but stay with me a while longer and the situation will turn around.
dlga_dplmc_companion_quitting_persuasion_1:dplmc_companion_quitting_persuasion_bribe|Would {reg0} aurums convince you to remain a while longer?
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_response|Actually, nevermind.  I meant to say something else.
dlga_dplmc_companion_quitting_persuasion_bribe:close_window|Hm. When you put it like that, I suppose I can stay a while longer, see if things improve.
dlga_companion_quitting_persuasion:close_window|Hm. When you put it like that, I suppose I can stay a while longer, see if things improve.
dlga_companion_quitting_persuasion:companion_quitting_response|I'm sorry, but I don't see your point. I am leaving whether you like it or not.
dlga_companion_quitting_response:companion_quitting_no|CHEAT -- We hang deserters in this company.
dlga_companion_quitting_no:companion_quitting_no_confirm|I believe I misheard you.  You certainly could not have been threatening me.
dlga_companion_quitting_no:companion_quitting_no_confirm.1|Oh... Right... Do you mean that?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Absolutely. You either leave this company by my command, or are carried out on your shield.
dlga_companion_quitting_no_confirm:companion_quitting_yes|No, actually I don't mean that. You are free to leave.
dlga_companion_quitting_yes:close_window|Then this is goodbye. Perhaps I'll see you around, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hm. I suppose I'm staying, then.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Thanks, I appreciate your support.
dlga_companion_objection_response:close_window.1|Hopefully it won't happen again.
dlga_companion_objection_response:close_window.2|Your objection is noted. Now fall back in line.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} is a valuable member of this company. I don't want you picking any more fights with {reg11?her:him}.
dlga_companion_personalityclash2_response:close_window.1|Tell {s11} you have my support in this, and {reg11?she:he} should hold {reg11?her:his} tongue.
dlga_companion_personalityclash2_response:close_window.2|I don't have time for your petty dispute. Do not bother me with this again.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} is a capable member of this company. I don't want you picking any more fights with {reg11?her:him}.
dlga_companion_personalityclash_response:close_window.1|Tell {s11} you have my support in this, and {reg11?she:he} should hold {reg11?her:his} tongue.
dlga_companion_personalityclash_response:close_window.2|I don't have time for your petty dispute. Do not bother me with this again.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Very good.
dlga_event_triggered:companion_sisterly_advice|{s5}
dlga_companion_sisterly_advice:close_window|Thank you.
dlga_companion_sisterly_advice:close_window.1|I would prefer not to discuss such things.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Tell me more.
dlga_companion_home_description:close_window|We don't have time to chat just now.
dlga_companion_home_description:close_window.1|I prefer my companions not to bother me with such trivialities.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|It was an honour to fight for your cause, {reg65?madame:my lord}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|You will always have my loyal support, {reg65?my lady:sir}.
dlga_rebel_thanks_answer_2:close_window|I will miss living this life of adventure with you, but my duties await me. So... farewell for now, {playername}.I hope I'll see you again soon.
dlga_event_triggered:companion_rejoin_response.4|Greetings, {s21}. Are you ready for me to rejoin you?
dlga_event_triggered:companion_rejoin_response.5|Well, {s21}, at last I've found you. I've been out spreading the word about your claim, and am now ready to rejoin the company.
dlga_event_triggered:companion_rejoin_response.6|Well, {s21}, at last I've found you. {s11}. The rest of my report I submit to you in writing.
dlga_event_triggered:companion_embassy_results|Well, {s21}, at last I've found you. I have returned from my mission to {s31}. In general, I would say, {s14}. Nevertheless I tried to convince {reg0?her:him}.
dlga_companion_embassy_results:companion_rejoin_response|In this letter, {s12} addresses you as {reg33?Lady:Lord} of {s4}, which implies some sort of recognition that you are a sovereign and independent monarch.
dlga_companion_embassy_results:companion_rejoin_response.1|In {reg0?her:his} letter, {s12} merely refers to you as {playername}, omitting any title. This does not constitute recognition of your right to rule. The letter implies that {reg0?she:he} is unwilling to extend recognition due to your lack of a court.
dlga_companion_embassy_results:companion_rejoin_response.2|In {reg0?her:his} letter, {s12} merely refers to you as {playername}, omitting any title. This does not constitute recognition of your right to rule. The letter implies that {reg0?she:he} is unwilling to extend recognition due to your occupation of {s0}.
