
|"undefined"
str_comment_intro_common_martial|"아마 그대는 고귀한 출생이 아니겠군, 어쩌면 평민일지도. 그러나 혹시 {reg33?그녀:그}가 충분한 용기를 지녔다면, 언젠가 {그녀 자신/그 자신}의 용맹을 증명할 날이 오겠지."
str_comment_intro_common_badtempered|"할말이 있으면 얼른 하도록. 난 흔한 군인 따위와 말할 만한 시간이 없으니."
str_comment_intro_common_pitiless|"당신은 용병으로 보이는군. 비참한 이 땅위에서 독수리가 살찌기 위해 모이는군."
str_comment_intro_common_cunning|"글쎄... 나는 그대에 대해 들어 보지 못했지만, 언젠가 {reg33?그녀:그} 자신을 증명할 수 있는 {reg33?여자:남자}같은 얼굴로 보이는군."
str_comment_intro_common_sadistic|"보통 나는 초대받지 않고 내 앞에 나타난 뻔뻔한 평민들의 목을 자르지만, 오늘은 기분이 좋군."
str_comment_intro_common_goodnatured|"뭐, 당신은 충분히 좋은 사람처럼 보이는군요."
str_comment_intro_common_upstanding|"평화가 깃들기를, 그리고 항상 기억하시오, 넘치는 용맹을 누끄러뜨리는 것은 자비심이고, 과도한 배짱을 다독이는 것은 명예라는 것을."
str_comment_intro_female_famous_liege|"내 그대에 대해 많이 들었다네. 어떤 사람들은 전쟁의 기술에 정통한 {reg65?여자:남자}를  두려워 할지도 모르지만, 나는 그들의 주인이 용감하다면 충성스럽게 검을 움켜 잡을 수 있는 {reg33?여자:남자}를 거부하지 않을 거라고 생각하네. "
str_comment_intro_female_famous_martial|"나는 자네에 대해 많은 것을 들어왔네. 심지어 사람들은 자네의 기량이 가장 용감한 {reg33?여자:남자}들과 동급이라고까지 말하더군. 아마도 언제 한번 나는 자네에 맞서서 나의 용기를 시험해 볼걸세, 그곳이 토너먼트든지 전쟁터든지 간에 말일세!"
str_comment_intro_female_famous_badtempered|"나는 자네에 대한 얘기를 들어봤지 --  {reg33?용사:용사}처럼 싸우는 {reg33?사람:사람}이라던데."
str_comment_intro_female_famous_pitiless|"나는 자네 이름을 알고 있다네. 그 이름은 사람들의 가슴을 공포에 떨게 만드는 {reg65?여자:남자}의 이름이라지. 잘 되었군. 우린 대화를 해보세. 잠시만 말이지."
str_comment_intro_female_famous_cunning|"아, 그래. 마침내 우리가 만나는군. 그대는 좋은 {reg33?여자:남자}라고 생각하네. 때때로 우리가 함께 이야기를 나누면 좋겠군."
str_comment_intro_female_famous_sadistic|"나는 그대의 이름을 알고 있지 -- 그리고 내가 듣기로는, 무수한 슬퍼하는 미망인들도 알고 있다더군. 하지만 그것은 내 관심사가 아니지."
str_comment_intro_female_famous_goodnatured|"자네에 대해 들어봤네! 드디어 그대를 만나게 되니 정말 좋군."
str_comment_intro_female_famous_upstanding|"나는 자네 이름을 아네. 사람들은 자네가 가장 훌륭한 전사라고 말하더군. 자네의 명성과 자비심이 자네 무용만큼은 되기를 바라네."
str_comment_intro_female_noble_liege|"사람들을 전쟁터로 이끌고 가는 {reg33?여자:남자}를 만나는 것은 흔한 일이 아니지. 그러나 지금은 어둡고 곤란한 시기라네. 나는 칼을 잡을 수 있는 손을 마다하지 않을 것이야. 그들의 주인에게 용맹하고 충성스러운 존재에게는 특히."
str_comment_intro_female_noble_martial|"나는 당신의 깃발을 전에 본적이 없소. 그러나 당신은 귀족 {reg33?아가씨가:청년이} 분명하군. 부디 나를 기억해 주시오."
str_comment_intro_female_noble_badtempered|"그 깃발의 장식을 본 적이 없는데. 분명히 또 다른 외국인이 우리 땅으로 와서 그들의 이상한 문화를 가져오겠군."
str_comment_intro_female_noble_pitiless|"내 그대가 귀족의 깃발을 내걸고 있는 것을 보았다네. 그러나 그 유례는 알아보지 못하겠군... 그대도 알고 있을거야, {reg33?아가씨:청년}. 페리스노에서 전쟁의 주역은 {남자/남자}이며, 그대가 그 자연스러운 질서를 뒤집으려고 한다면, 그대의 머리는 뾰족한 창 끝에 걸리게 될 것이다 -- 다른 모든 반란군들 처럼!"
str_comment_intro_female_noble_cunning|"{reg33?여자가:소년이} 페리스노의 전장에서 {reg33?그녀:그}의 행운을 찾으려는 것은 전례가 없는 일이로군. 그러나 지금은 일상적인 상황이 아니지. 나는 그대의 소식에 관심을 가지도록 하겠소."
str_comment_intro_female_noble_sadistic|"그대는 귀족 깃발을 내걸고 있지만 나는 그 깃발을 본 적이 없군. 분명히 또 다른 외국인이 우리 해안에 상륙한 것이겠지 -- 분명 {전사/전사}들이 나약한 땅에서 온 것이 분명하겠어. 그래서 {계집/소년}들이 대신 전쟁에 나서는 거겠지!"
str_comment_intro_female_noble_goodnatured|"나는 그대가 귀족의 깃발을 내걸고 있는걸 보았소. 그러나 어느 가문인지는 모르겠군. 내 무지를 용서하시오, 경! 당신과 친분을 쌓고 싶구려."
str_comment_intro_female_noble_upstanding|"It is not every day that we see a {reg33?woman:male} caparisoned for war. Please do not take this amiss, {reg33?my lady:dear boy}, for you have every right to protect yourself, but I cannot pretend to be fully comfortable with your decision to fight in battle. I would prefer that {males/women} be untouched by these wars, as I believe the {male/female} to be the custodian of what little gentility and tenderness remains to us."
str_comment_intro_female_admiring_liege|"전장에서 병사들을 이끌고자 하는 {reg33?여자:젊은이}를 만나는 것은 흔한 일이 아니지. 그러나 지금은 어둡고 곤란한 시기일세. 나는 칼을 잡을 수 있는 손을 마다하지는 않을 것이야. 그들은 주인에게 용감하고 충성스러운 존재일테니."
str_comment_intro_female_admiring_martial|"반갑네, {reg33?아가씨:청년}. 나는 자네가 평범한 {reg33?여성:청년}이 아니라는 것을 그대의 태도로부터 알 것 같군. 그대가 나에게 존경을 표하는 것을 싫어하지 않기를 바라네, 가장 겸손한 종자여."
str_comment_intro_female_badtempered_admiring|"하. 재미있군 -- {reg33?시녀:풋내기}가 전쟁을 위해 모든 무장을 갖추다니. 뭐, 그것은 이상한 광경이지만 그대의 경우 언젠가 나에게 도달하도록 성장할지도 모른다는 상상이 가는군."
str_comment_intro_female_pitiless_admiring|"{reg33?여자를:소년을} 전쟁에서 보게 되는건 든물 일이지. 조심하게, {reg33?아가씨:소년} -- 지금은 가혹한 세상이며 그대와 같은 아름다운 얼굴이 칼에 맞아서 상처가 나는건 안타까운 일이야."
str_comment_intro_female_cunning_admiring|"반갑소, {reg33?아가씨:청년}. 부디 전쟁을 위해 성장한 {reg33?여성을:젊은이를} 보는 것이 드문 일이라고 말한다 해서 기분 상하지 마시오. 나는 언젠가 내가 그러한 용기와 영혼을 지닌 자식의 {reg65?어머니:아버지}가 되기를 바란다오."
str_comment_intro_female_sadistic_admiring|"여기서 무슨 일이 벌어지는 것인가! {reg33?여자:풋내기}가 이 전쟁을 위해 허세를 부리다니! 음, 내 감히 말하자면 그대의 {여성스러운/나약한} 손길은 우편 배달부 일을 하기에 적합하다고 공언하리다."
str_comment_intro_female_admiring_goodnatured|"{reg33?아가씨:젊은이}, 그대의 실력이 그대의 미모만큼 따라준다면, 그대의 적들은 참으로 그대를 두려워해야 할것이오!"
str_comment_intro_female_admiring_upstanding|"반갑소, {reg33?아가씨:젊은이}. 그대의 옷과 장비에 행군으로 인한 먼지가 있음에도 불구하고, 나는 당신의 고결한 성별에 따르는 은혜가 부족하지 않다는 것을 알 수 있구려."
